;Unnamed: 0;statut_public_prive;nom_etablissement;type_etablissement;ecole_elementaire;section;adresse_1;code_postal;web;telephone;Latitude;Longitude;nombre_d_eleves;montessori;bilingue;religieux;nb_voie;rue;type;nb_voie_100;popup
805;805;Association;fourcade;crèche collective;;creche;25 rue du général beuret;75015;https://www.paris.fr/equipements/creche-collective-fourcade-associative-3538;153680445;48.840544;2.302442;58;non;non;non;25;rue du général beuret;rue;125;<a href=https://www.paris.fr/equipements/creche-collective-fourcade-associative-3538>fourcade</a><br>Adresse: 25 rue du général beuret<br>cp: 75015
806;806;Association;eclore;halte-garderie;;creche;144 rue du théatre;75015;https://www.paris.fr/equipements/halte-garderie-associative-eclore-fermee-2073;140581546;48.8454424;2.2969694;18;non;non;non;144;rue du théatre;rue;244;<a href=https://www.paris.fr/equipements/halte-garderie-associative-eclore-fermee-2073>eclore</a><br>Adresse: 144 rue du théatre<br>cp: 75015
807;807;Privé;bout'chou  - le temps de l'enfance;crèche multi-accueil;;creche;6 rue dulac;75015;https://www.lamaisondesboutchou.org/nos-etablissements/lte;142190448;48.8432745;2.3153982;40;non;non;non;6;rue dulac;rue;106;<a href=https://www.lamaisondesboutchou.org/nos-etablissements/lte>bout'chou  - le temps de l'enfance</a><br>Adresse: 6 rue dulac<br>cp: 75015
808;808;Privé;goutte de lait saint léon;crèche multi-accueil;;creche;37 rue dupleix;75015;http://www.gouttedelait.com/creche;145689904;48.8510191;2.2960803;15;non;non;non;37;rue dupleix;rue;137;<a href=http://www.gouttedelait.com/creche>goutte de lait saint léon</a><br>Adresse: 37 rue dupleix<br>cp: 75015
809;809;Privé;babilou paris dutot;crèche collective;;creche;84 rue dutot;75015;https://www.babilou.fr/creches/babilou-paris-dutot;141499650;48.8369539;2.3070456;42;non;non;non;84;rue dutot;rue;184;<a href=https://www.babilou.fr/creches/babilou-paris-dutot>babilou paris dutot</a><br>Adresse: 84 rue dutot<br>cp: 75015
810;810;Privé;goutte de lait le petit edgar;halte-garderie;;creche;14 rue edgar faure;75015;http://www.gouttedelait.com/creche;145664128;48.8527577;2.294678;24;non;non;non;14;rue edgar faure;rue;114;<a href=http://www.gouttedelait.com/creche>goutte de lait le petit edgar</a><br>Adresse: 14 rue edgar faure<br>cp: 75015
811;811;Privé;e.p.pr jeannine.manuel (bilingue);Ecole;1.0;maternelle;15 rue edgar faure;75015;http://www.ecolejeanninemanuel.org;144490943;48.8527446;2.2949772;356.0;non;oui;non;15;rue edgar faure;rue;115;<a href=http://www.ecolejeanninemanuel.org>e.p.pr jeannine.manuel (bilingue)</a><br>Adresse: 15 rue edgar faure<br>cp: 75015
812;812;Privé;claudine olivier the village (bilingue);micro-crèche;;creche;22 rue edgar faure;75015;https://www.claudineolivier.com/creches/creche-bilingue-paris-15-thevillage;698536283;48.8523527;2.2953001;10;non;oui;non;22;rue edgar faure;rue;122;<a href=https://www.claudineolivier.com/creches/creche-bilingue-paris-15-thevillage>claudine olivier the village (bilingue)</a><br>Adresse: 22 rue edgar faure<br>cp: 75015
813;813;Municipal;edgar faure;crèche collective;;creche;32 rue edgar faure;75015;https://www.paris.fr/equipements/creche-collective-municipale-edgar-faure-1817;142199429;48.8517665;2.2956123;88;non;non;non;32;rue edgar faure;rue;132;<a href=https://www.paris.fr/equipements/creche-collective-municipale-edgar-faure-1817>edgar faure</a><br>Adresse: 32 rue edgar faure<br>cp: 75015
814;814;Privé;cabane des entrepreneurs;;;creche;10 rue edmond roger;75015;https://www.lespetitescabanes.eu/cabanedesentrepreneurs;;48.8457397;2.2900023;;non;non;non;10;rue edmond roger;rue;110;<a href=https://www.lespetitescabanes.eu/cabanedesentrepreneurs>cabane des entrepreneurs</a><br>Adresse: 10 rue edmond roger<br>cp: 75015
815;815;Association;plein ciel;crèche collective;;creche;4 rue elisabeth vigée le brun;75015;https://www.paris.fr/equipements/creche-collective-plein-ciel-associative-3539;144496787;48.83906;2.3102329;22;non;non;non;4;rue elisabeth vigée le brun;rue;104;<a href=https://www.paris.fr/equipements/creche-collective-plein-ciel-associative-3539>plein ciel</a><br>Adresse: 4 rue elisabeth vigée le brun<br>cp: 75015
816;816;Public;e.m.pu emeriau w ;Ecole;0.0;maternelle;16 rue emeriau;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-emeriau-w-16-rue-emeriau.html;156771305;48.8496635;2.2862726;128.0;non;non;non;16;rue emeriau;rue;116;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-emeriau-w-16-rue-emeriau.html>e.m.pu emeriau w </a><br>Adresse: 16 rue emeriau<br>cp: 75015
817;817;Association;bellan emeriau - halte d'éveil;halte-garderie;;creche;29 rue emeriau;75015;https://www.bellan.fr/page-template3?t=21;145778637;48.8500041;2.2870431;25;non;non;non;29;rue emeriau;rue;129;<a href=https://www.bellan.fr/page-template3?t=21>bellan emeriau - halte d'éveil</a><br>Adresse: 29 rue emeriau<br>cp: 75015
818;818;Municipal;emeriau;crèche collective;;creche;53 rue emeriau;75015;https://www.paris.fr/equipements/creche-collective-municipale-emeriau-2300;145750386;48.8484492;2.2851209;72;non;non;non;53;rue emeriau;rue;153;<a href=https://www.paris.fr/equipements/creche-collective-municipale-emeriau-2300>emeriau</a><br>Adresse: 53 rue emeriau<br>cp: 75015
819;819;Privé;e.m.pr first steps;Ecole;0.0;maternelle;7 rue emile duclaux;75015;http://www.firststeps.fr;142190214;48.8428077;2.3086247;;non;non;non;7;rue emile duclaux;rue;107;<a href=http://www.firststeps.fr>e.m.pr first steps</a><br>Adresse: 7 rue emile duclaux<br>cp: 75015
820;820;Privé;les petits ateliers d'eveil - paris 15;;;creche;16 rue emmanuel chauvière;75015;http://lespetitsateliersdeveil.com;;48.8432713;2.2798439;;non;non;non;16;rue emmanuel chauvière;rue;116;<a href=http://lespetitsateliersdeveil.com>les petits ateliers d'eveil - paris 15</a><br>Adresse: 16 rue emmanuel chauvière<br>cp: 75015
821;821;Municipal;falguière;crèche collective;;creche;133 rue falguière;75015;https://www.paris.fr/equipements/creche-collective-municipale-falguiere-1818;144388855;48.836913;2.3107348;72;non;non;non;133;rue falguière;rue;233;<a href=https://www.paris.fr/equipements/creche-collective-municipale-falguiere-1818>falguière</a><br>Adresse: 133 rue falguière<br>cp: 75015
822;822;Privé;maison bleue montparnasse;;;creche;37 rue falguière;75015;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/montparnasse;;48.8423358;2.3157007;;non;non;non;37;rue falguière;rue;137;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/montparnasse>maison bleue montparnasse</a><br>Adresse: 37 rue falguière<br>cp: 75015
823;823;Municipal;espérance;crèche collective;;creche;71 rue felix faure;75015;https://www.paris.fr/equipements/creche-collective-municipale-felix-faure-3805;156821185;48.8395049;2.2842799;66;non;non;non;71;rue felix faure;rue;171;<a href=https://www.paris.fr/equipements/creche-collective-municipale-felix-faure-3805>espérance</a><br>Adresse: 71 rue felix faure<br>cp: 75015
824;824;Municipal;félix faure;crèche collective;;creche;73 rue felix faure;75015;https://www.paris.fr/equipements/creche-collective-municipale-felix-faure-3804;156821180;48.8395049;2.2842799;66;non;non;non;73;rue felix faure;rue;173;<a href=https://www.paris.fr/equipements/creche-collective-municipale-felix-faure-3804>félix faure</a><br>Adresse: 73 rue felix faure<br>cp: 75015
825;825;Privé;people & baby ainsi font font font;crèche d'entreprise;;creche;69 rue fondary;75015;https://www.people-and-baby.com/creche/ainsi-font-font-font/992295;659548968;48.8467749;2.2967528;13;non;non;non;69;rue fondary;rue;169;<a href=https://www.people-and-baby.com/creche/ainsi-font-font-font/992295>people & baby ainsi font font font</a><br>Adresse: 69 rue fondary<br>cp: 75015
826;826;Public;e.m.pu francois coppee k ;Ecole;0.0;maternelle;10 rue françois coppée;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-francois-coppee-k-10-rue-francois-coppee.html;145584367;48.840743;2.2870018;157.0;non;non;non;10;rue françois coppée;rue;110;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-francois-coppee-k-10-rue-francois-coppee.html>e.m.pu francois coppee k </a><br>Adresse: 10 rue françois coppée<br>cp: 75015
827;827;Municipal;lecourbe;crèche collective;;creche;10 rue frédéric mistral;75015;https://www.paris.fr/equipements/creche-collective-municipale-mistral-3803;140604550;48.8391632;2.2858391;66;non;non;non;10;rue frédéric mistral;rue;110;<a href=https://www.paris.fr/equipements/creche-collective-municipale-mistral-3803>lecourbe</a><br>Adresse: 10 rue frédéric mistral<br>cp: 75015
828;828;Privé;e.m.pr 1 2 3 mon ecole (bilingue);Ecole;0.0;maternelle;28 rue frémicourt;75015;https://123monecole.com;171373246;48.8474838;2.2993531;;non;oui;non;28;rue frémicourt;rue;128;<a href=https://123monecole.com>e.m.pr 1 2 3 mon ecole (bilingue)</a><br>Adresse: 28 rue frémicourt<br>cp: 75015
829;829;Privé;goutte de lait le petit george;crèche multi-accueil;;creche;9 rue george bernard shaw;75015;http://www.gouttedelait.com/creche;142735109;48.8521809;2.2934447;15;non;non;non;9;rue george bernard shaw;rue;109;<a href=http://www.gouttedelait.com/creche>goutte de lait le petit george</a><br>Adresse: 9 rue george bernard shaw<br>cp: 75015
830;830;Public;e.m.pu gerbert ;Ecole;0.0;maternelle;6 rue gerbert;75015;https://annuaire-education.fr/etablissement/Paris-15e--Arrondissement/E.M.PU-GERBERT-6-rue-Gerbert/0751312U.html;145325348;48.8397931;2.2984011;160.0;non;non;non;6;rue gerbert;rue;106;<a href=https://annuaire-education.fr/etablissement/Paris-15e--Arrondissement/E.M.PU-GERBERT-6-rue-Gerbert/0751312U.html>e.m.pu gerbert </a><br>Adresse: 6 rue gerbert<br>cp: 75015
831;831;Association;les bout'choux de la rue ginoux;crèche multi-accueil;;creche;14 rue ginoux;75015;www.igesa.fr;145710337;48.8483061;2.2861568;52;non;non;non;14;rue ginoux;rue;114;<a href=www.igesa.fr>les bout'choux de la rue ginoux</a><br>Adresse: 14 rue ginoux<br>cp: 75015
832;832;Public;e.m.pu gutenberg ;Ecole;0.0;maternelle;72 rue gutenberg;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-gutenberg-72-rue-gutenberg.html;145585494;48.8414633;2.2783964;112.0;non;non;non;72;rue gutenberg;rue;172;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-gutenberg-72-rue-gutenberg.html>e.m.pu gutenberg </a><br>Adresse: 72 rue gutenberg<br>cp: 75015
833;833;Municipal;ingénieur keller;crèche collective;;creche;10 rue ingénieur keller;75015;https://www.paris.fr/equipements/creche-collective-municipale-de-l-ingenieur-robert-keller-2309;158010101;48.8477175;2.2827597;72;non;non;non;10;rue ingénieur keller;rue;110;<a href=https://www.paris.fr/equipements/creche-collective-municipale-de-l-ingenieur-robert-keller-2309>ingénieur keller</a><br>Adresse: 10 rue ingénieur keller<br>cp: 75015
834;834;Privé;e.p.s.pr saint-jean de dieu (catholique);Ecole;1.0;maternelle;205 rue javel;75015;https://www.cmslecourbe.fsjd.fr;153684330;48.8369866;2.289612;56.0;non;non;catholique;205;rue javel;rue;305;<a href=https://www.cmslecourbe.fsjd.fr>e.p.s.pr saint-jean de dieu (catholique)</a><br>Adresse: 205 rue javel<br>cp: 75015
835;835;Public;e.m.a.pu jongkind ;Ecole;0.0;maternelle;3 rue jongkind;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/emapu-jongkind-3-rue-jongkind.html;145575168;48.8390335;2.2801214;104.0;non;non;non;3;rue jongkind;rue;103;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/emapu-jongkind-3-rue-jongkind.html>e.m.a.pu jongkind </a><br>Adresse: 3 rue jongkind<br>cp: 75015
836;836;Municipal;jules dupré;crèche collective;;creche;1 rue jules dupré;75015;https://www.paris.fr/equipements/creche-collective-municipale-jules-dupre-2308;145323976;48.8305967;2.2968106;55;non;non;non;1;rue jules dupré;rue;101;<a href=https://www.paris.fr/equipements/creche-collective-municipale-jules-dupre-2308>jules dupré</a><br>Adresse: 1 rue jules dupré<br>cp: 75015
837;837;Association;croix rouge le parnassium;halte-garderie;;creche;20 rue labrouste;75015;https://pourvous.croix-rouge.fr/halte-garderie-le-parnassium;142508965;48.835495;2.3092247;20;non;non;non;20;rue labrouste;rue;120;<a href=https://pourvous.croix-rouge.fr/halte-garderie-le-parnassium>croix rouge le parnassium</a><br>Adresse: 20 rue labrouste<br>cp: 75015
838;838;Municipal;boucicault;crèche collective;;creche;33 rue lacordaire;75015;https://www.paris.fr/equipements/creche-collective-municipale-lacordaire-16653;153953745;48.8411245;2.2816345;66;non;non;non;33;rue lacordaire;rue;133;<a href=https://www.paris.fr/equipements/creche-collective-municipale-lacordaire-16653>boucicault</a><br>Adresse: 33 rue lacordaire<br>cp: 75015
839;839;Public;e.m.pu lacordaire j ;Ecole;0.0;maternelle;5 rue lacordaire;75015;https://www.paris.fr/equipements/ecole-maternelle-lacordaire-210;145782751;48.8440924;2.284442;179.0;non;non;non;5;rue lacordaire;rue;105;<a href=https://www.paris.fr/equipements/ecole-maternelle-lacordaire-210>e.m.pu lacordaire j </a><br>Adresse: 5 rue lacordaire<br>cp: 75015
840;840;Privé;les aventuriers de paris - lecourbe;halte-garderie;;creche;125 rue lecourbe;75015;https://lesbebesaventuriers.fr/creche-paris-lecourbe;142500500;48.8421512;2.3013522;;non;non;non;125;rue lecourbe;rue;225;<a href=https://lesbebesaventuriers.fr/creche-paris-lecourbe>les aventuriers de paris - lecourbe</a><br>Adresse: 125 rue lecourbe<br>cp: 75015
841;841;Association;notre dame de nazareth;;;creche;351 rue lecourbe;75015;www.udaf75.fr;;48.8365671;2.2830988;;non;non;non;351;rue lecourbe;rue;451;<a href=www.udaf75.fr>notre dame de nazareth</a><br>Adresse: 351 rue lecourbe<br>cp: 75015
842;842;Privé;babilou paris convention;crèche collective;;creche;25 rue leriche;75015;https://www.babilou.fr/creches/babilou-paris-convention;141499650;48.8347707;2.2954481;40;non;non;non;25;rue leriche;rue;125;<a href=https://www.babilou.fr/creches/babilou-paris-convention>babilou paris convention</a><br>Adresse: 25 rue leriche<br>cp: 75015
843;843;Privé;chaperons les malicieux de letellier;halte-garderie;;creche;66 rue letellier;75015;https://www.lpcr.fr/fr/creches/paris/228;145710683;48.8467298;2.2992284;;non;non;non;66;rue letellier;rue;166;<a href=https://www.lpcr.fr/fr/creches/paris/228>chaperons les malicieux de letellier</a><br>Adresse: 66 rue letellier<br>cp: 75015
844;844;Public;e.m.pu mademoiselle b ;Ecole;0.0;maternelle;83 rue mademoiselle;75015;https://fr.mappy.com/poi/5323ae3ee4b04129c76ad6ad;145678511;48.8435838;2.2950301;159.0;non;non;non;83;rue mademoiselle;rue;183;<a href=https://fr.mappy.com/poi/5323ae3ee4b04129c76ad6ad>e.m.pu mademoiselle b </a><br>Adresse: 83 rue mademoiselle<br>cp: 75015
845;845;Privé;les petits pachas boucicaut - paris 15;;;creche;2 rue marguerite boucicaut;75015;https://www.lespetitspachas.fr/creches/boucicaut;;48.8423927;2.2860286;;non;non;non;2;rue marguerite boucicaut;rue;102;<a href=https://www.lespetitspachas.fr/creches/boucicaut>les petits pachas boucicaut - paris 15</a><br>Adresse: 2 rue marguerite boucicaut<br>cp: 75015
846;846;Privé;e.p.pr la croix (catholique);Ecole;1.0;maternelle;25 rue mathurin régnier;75015;http://www.ecoledelacroix.fr;143063398;48.8398446;2.3078287;402.0;non;non;catholique;25;rue mathurin régnier;rue;125;<a href=http://www.ecoledelacroix.fr>e.p.pr la croix (catholique)</a><br>Adresse: 25 rue mathurin régnier<br>cp: 75015
847;847;Municipal;cotentin;crèche collective;;creche;2 rue maurice maignen;75015;https://www.paris.fr/equipements/creche-collective-municipale-maurice-maignen-1819;143209677;48.8384442;2.3132625;66;non;non;non;2;rue maurice maignen;rue;102;<a href=https://www.paris.fr/equipements/creche-collective-municipale-maurice-maignen-1819>cotentin</a><br>Adresse: 2 rue maurice maignen<br>cp: 75015
848;848;Public;e.m.pu miollis ;Ecole;0.0;maternelle;33 rue miollis;75015;https://fr.mappy.com/poi/5dc8b85354c4c04277739145;142731153;48.845402;2.3023746;91.0;non;non;non;33;rue miollis;rue;133;<a href=https://fr.mappy.com/poi/5dc8b85354c4c04277739145>e.m.pu miollis </a><br>Adresse: 33 rue miollis<br>cp: 75015
849;849;Municipal;modigliani;crèche collective;;creche;15 rue modigliani;75015;https://www.paris.fr/equipements/creche-collective-municipale-modigliani-1820;145578371;48.8383348;2.2803155;83;non;non;non;15;rue modigliani;rue;115;<a href=https://www.paris.fr/equipements/creche-collective-municipale-modigliani-1820>modigliani</a><br>Adresse: 15 rue modigliani<br>cp: 75015
850;850;Public;e.m.pu olivier de serres n ;Ecole;0.0;maternelle;34 rue olivier de serres;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-olivier-de-serres-n-34-rue-olivier-de-serres.html;145318845;48.835503;2.296538;196.0;non;non;non;34;rue olivier de serres;rue;134;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-olivier-de-serres-n-34-rue-olivier-de-serres.html>e.m.pu olivier de serres n </a><br>Adresse: 34 rue olivier de serres<br>cp: 75015
851;851;Privé;e.p.pr saint jean (catholique);Ecole;1.0;maternelle;89 rue olivier de serres;75015;http://www.blomet-enc.fr;140651538;48.8322855;2.293782010904257;348.0;non;non;catholique;89;rue olivier de serres;rue;189;<a href=http://www.blomet-enc.fr>e.p.pr saint jean (catholique)</a><br>Adresse: 89 rue olivier de serres<br>cp: 75015
852;852;Privé;e.m.pr eclosia school (montessori, bilingue);Ecole;0.0;maternelle;93 rue olivier de serres;75015;http://www.eclosiaschool.fr;;48.8321263;2.2935089;;oui;oui;non;93;rue olivier de serres;rue;193;<a href=http://www.eclosiaschool.fr>e.m.pr eclosia school (montessori, bilingue)</a><br>Adresse: 93 rue olivier de serres<br>cp: 75015
853;853;Privé;e.m.pr lily school paris (bilingue);Ecole;0.0;maternelle;55 rue paul barruel;75015;https://lilyschool.eu;171247298;48.8367477;2.3065081;;non;oui;non;55;rue paul barruel;rue;155;<a href=https://lilyschool.eu>e.m.pr lily school paris (bilingue)</a><br>Adresse: 55 rue paul barruel<br>cp: 75015
854;854;Privé;people & baby carmin;crèche d'entreprise;;creche;13 rue péclet;75015;https://www.people-and-baby.com/creche/carmin/99267431;;48.842755;2.298964;;non;non;non;13;rue péclet;rue;113;<a href=https://www.people-and-baby.com/creche/carmin/99267431>people & baby carmin</a><br>Adresse: 13 rue péclet<br>cp: 75015
855;855;Privé;people & baby plumetis;crèche d'entreprise;;creche;16 rue plumet;75015;https://www.people-and-baby.com/creche/plumetis/992346;659548968;48.8391162;2.307885;10;non;non;non;16;rue plumet;rue;116;<a href=https://www.people-and-baby.com/creche/plumetis/992346>people & baby plumetis</a><br>Adresse: 16 rue plumet<br>cp: 75015
856;856;Privé;babilou paris rosenwald;;;creche;3 rue rosenwald;75015;https://www.babilou.fr/creches/babilou-paris-rosenwald;;48.8339737;2.3063719;;non;non;non;3;rue rosenwald;rue;103;<a href=https://www.babilou.fr/creches/babilou-paris-rosenwald>babilou paris rosenwald</a><br>Adresse: 3 rue rosenwald<br>cp: 75015
857;857;Privé;e.m.pr la caravelle montessori school (montessori, bilingue);Ecole;0.0;maternelle;18 rue saint amand;75015;http://lacaravellemontessori.com;684230196;48.8348302;2.307851;;oui;oui;non;18;rue saint amand;rue;118;<a href=http://lacaravellemontessori.com>e.m.pr la caravelle montessori school (montessori, bilingue)</a><br>Adresse: 18 rue saint amand<br>cp: 75015
858;858;Privé;people & baby pic pica (bilingue);;;creche;179 rue saint charles;75015;https://www.people-and-baby.com/creche/pic-pica/99186203;;48.8414027;2.2812055;;non;oui;non;179;rue saint charles;rue;279;<a href=https://www.people-and-baby.com/creche/pic-pica/99186203>people & baby pic pica (bilingue)</a><br>Adresse: 179 rue saint charles<br>cp: 75015
859;859;Association;la coccinelle;halte-garderie;;creche;191 rue saint charles;75015;http://www.haltegarderielacoccinelle.fr;145545409;48.8405422;2.281088375575658;20;non;non;non;191;rue saint charles;rue;291;<a href=http://www.haltegarderielacoccinelle.fr>la coccinelle</a><br>Adresse: 191 rue saint charles<br>cp: 75015
860;860;Municipal;saint charles;crèche collective;;creche;193 rue saint charles;75015;https://www.paris.fr/equipements/mini-creche-municipale-saint-charles-3614;144252000;48.8405954;2.2804263;33;non;non;non;193;rue saint charles;rue;293;<a href=https://www.paris.fr/equipements/mini-creche-municipale-saint-charles-3614>saint charles</a><br>Adresse: 193 rue saint charles<br>cp: 75015
861;861;Association;les gémeaux;halte-garderie;;creche;217 rue saint charles;75015;https://www.paris.fr/equipements/halte-garderie-associative-les-gemeaux-2053;145577051;48.8499266;2.2883868;16;non;non;non;217;rue saint charles;rue;317;<a href=https://www.paris.fr/equipements/halte-garderie-associative-les-gemeaux-2053>les gémeaux</a><br>Adresse: 217 rue saint charles<br>cp: 75015
862;862;Association;croix saint simon beaugrenelle;crèche familiale;;creche;68 rue saint charles;75015;https://www.croix-saint-simon.org/creche-familiale-beaugrenelle-paris-15;145773570;48.8478386;2.2864492;;non;non;non;68;rue saint charles;rue;168;<a href=https://www.croix-saint-simon.org/creche-familiale-beaugrenelle-paris-15>croix saint simon beaugrenelle</a><br>Adresse: 68 rue saint charles<br>cp: 75015
863;863;Privé;maison bleue cigale (montessori);;;creche;30 rue sainte felicite;75015;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/micro-creche-montessori-cigale;;48.8387986;2.3037631;;oui;non;non;30;rue sainte felicite;rue;130;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/micro-creche-montessori-cigale>maison bleue cigale (montessori)</a><br>Adresse: 30 rue sainte felicite<br>cp: 75015
864;864;Association;croix saint simon galatée;;;creche;3 rue sainte félicité;75015;https://www.croix-saint-simon.org/multi-accueil-galatee;;48.8393468;2.305219;;non;non;non;3;rue sainte félicité;rue;103;<a href=https://www.croix-saint-simon.org/multi-accueil-galatee>croix saint simon galatée</a><br>Adresse: 3 rue sainte félicité<br>cp: 75015
865;865;Municipal;santos-dumont;crèche collective;;creche;31 rue santos dumont;75015;https://www.paris.fr/equipements/creche-collective-municipale-santos-dumont-2303;156083860;48.8328878;2.3046428;72;non;non;non;31;rue santos dumont;rue;131;<a href=https://www.paris.fr/equipements/creche-collective-municipale-santos-dumont-2303>santos-dumont</a><br>Adresse: 31 rue santos dumont<br>cp: 75015
866;866;Privé;babilou paris javel;crèche collective;;creche;18 rue sébastien mercier;75015;https://www.babilou.fr/creches/babilou-paris-javel;141499650;48.8448417;2.277560813308018;35;non;non;non;18;rue sébastien mercier;rue;118;<a href=https://www.babilou.fr/creches/babilou-paris-javel>babilou paris javel</a><br>Adresse: 18 rue sébastien mercier<br>cp: 75015
867;867;Public;e.m.pu sextius michel ;Ecole;0.0;maternelle;22 rue sextius michel;75015;https://fr.mappy.com/poi/5321a7e2e4b04129c76a5eb1;145771219;48.85030135;2.288388000369656;132.0;non;non;non;22;rue sextius michel;rue;122;<a href=https://fr.mappy.com/poi/5321a7e2e4b04129c76a5eb1>e.m.pu sextius michel </a><br>Adresse: 22 rue sextius michel<br>cp: 75015
868;868;Public;e.m.pu theodore deck 2 rue théodore deck;Ecole;0.0;maternelle;2 rue théodore deck;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-theodore-deck-2-rue-theodore-deck.html;145571127;48.8376531;2.2907498;245.0;non;non;non;2;rue théodore deck;rue;102;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-theodore-deck-2-rue-theodore-deck.html>e.m.pu theodore deck 2 rue théodore deck</a><br>Adresse: 2 rue théodore deck<br>cp: 75015
869;869;Municipal;théodore deck;crèche collective;;creche;25 rue théodore deck;75015;https://www.paris.fr/equipements/creche-collective-theodore-deck-17371;144117120;48.8373556;2.2893163;;non;non;non;25;rue théodore deck;rue;125;<a href=https://www.paris.fr/equipements/creche-collective-theodore-deck-17371>théodore deck</a><br>Adresse: 25 rue théodore deck<br>cp: 75015
870;870;Association;croix saint simon la fée tiphaine;crèche multi-accueil;;creche;16 rue tiphaine;75015;https://www.croix-saint-simon.org/multi-accueil-fee-tiphaine-paris-15;145787631;48.8489903;2.2957636;75;non;non;non;16;rue tiphaine;rue;116;<a href=https://www.croix-saint-simon.org/multi-accueil-fee-tiphaine-paris-15>croix saint simon la fée tiphaine</a><br>Adresse: 16 rue tiphaine<br>cp: 75015
871;871;Public;e.m.pu varet ;Ecole;0.0;maternelle;9 rue varet;75015;https://fr.mappy.com/poi/532197dde4b04129c76a5a0e;145547129;48.8400612;2.2812616;101.0;non;non;non;9;rue varet;rue;109;<a href=https://fr.mappy.com/poi/532197dde4b04129c76a5a0e>e.m.pu varet </a><br>Adresse: 9 rue varet<br>cp: 75015
872;872;Association;croix saint simon viala;crèche collective;;creche;14 rue viala;75015;https://www.croix-saint-simon.org/creche-collective-viala-paris-15;153951580;48.8505197;2.2910567;66;non;non;non;14;rue viala;rue;114;<a href=https://www.croix-saint-simon.org/creche-collective-viala-paris-15>croix saint simon viala</a><br>Adresse: 14 rue viala<br>cp: 75015
873;873;Privé;maison bleue viala;micro-crèche;;creche;14 rue viala;75015;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/viala;;48.8505197;2.2910567;;non;non;non;14;rue viala;rue;114;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75015/viala>maison bleue viala</a><br>Adresse: 14 rue viala<br>cp: 75015
874;874;Privé;e.m.pr ma petite ecole montessori (montessori, bilingue);Ecole;0.0;maternelle;7 rue villafranca;75015;https://www.mapetiteecolemontessori.com;630909637;48.8316041;2.3035614;;oui;oui;non;7;rue villafranca;rue;107;<a href=https://www.mapetiteecolemontessori.com>e.m.pr ma petite ecole montessori (montessori, bilingue)</a><br>Adresse: 7 rue villafranca<br>cp: 75015
875;875;Public;e.m.pu violet ;Ecole;0.0;maternelle;38 rue violet;75015;https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-violet-38-rue-violet.html;145796381;48.8475006;2.2928657;166.0;non;non;non;38;rue violet;rue;138;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-15e-arrondissement/etab/empu-violet-38-rue-violet.html>e.m.pu violet </a><br>Adresse: 38 rue violet<br>cp: 75015
876;876;Privé;les petits pachas violet - paris 15;;;creche;8 rue violet;75015;https://www.lespetitspachas.fr/creches/dupleix;;48.8493069;2.2944389;;non;non;non;8;rue violet;rue;108;<a href=https://www.lespetitspachas.fr/creches/dupleix>les petits pachas violet - paris 15</a><br>Adresse: 8 rue violet<br>cp: 75015
877;877;Privé;chaperons les malicieux de vouillé;crèche collective;;creche;14 rue vouillé;75015;https://www.lpcr.fr/de/creches/paris-15e/212;;48.8348904;2.303998;18;non;non;non;14;rue vouillé;rue;114;<a href=https://www.lpcr.fr/de/creches/paris-15e/212>chaperons les malicieux de vouillé</a><br>Adresse: 14 rue vouillé<br>cp: 75015
878;878;Association;croix rouge le cercle des tout petits;;;creche;14 rue yvart;75015;https://www.croix-rouge.fr/Annuaire/MULTI-ACCUEIL-LE-CERCLE-DES-TOUT-PETITS3;;48.8369663;2.3020117;;non;non;non;14;rue yvart;rue;114;<a href=https://www.croix-rouge.fr/Annuaire/MULTI-ACCUEIL-LE-CERCLE-DES-TOUT-PETITS3>croix rouge le cercle des tout petits</a><br>Adresse: 14 rue yvart<br>cp: 75015
